"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-11-26 00:01:00,20191126,100,0,1.34,0.04,11.06,0.03,0.43,25.06,0,27.93,0,0,0,0,0
"2",2019-11-26 00:02:00,20191126,200,0,1.53,0.05,12.66,0.03,0.43,25.12,45,17.29,0,0,0,0,0
"3",2019-11-26 00:03:00,20191126,300,0,1.29,0.04,10.67,0.03,0.43,25.25,0,22.61,0,0,0,0,0
"4",2019-11-26 00:04:00,20191126,400,0,1.27,0.04,10.52,0.03,0.44,25.06,45,11.97,0,0,0,0,0
"5",2019-11-26 00:05:00,20191126,500,0,1.18,0.04,9.75,0.03,0.43,25.06,0,25.27,0,0,0,0,0
"6",2019-11-26 00:06:00,20191126,600,0,1.35,0.05,11.17,0.03,0.43,25.19,90,18.62,0,0,0,0,0
"7",2019-11-26 00:07:00,20191126,700,0,1.08,0.04,8.94,0.02,0.43,25.12,0,19.95,0,0,0,0,0
"8",2019-11-26 00:08:00,20191126,800,0,1.07,0.04,8.81,0.02,0.43,25,0,10.64,0,0,0,0,0
"9",2019-11-26 00:09:00,20191126,900,0,1.39,0.05,11.47,0.03,0.43,25.06,0,17.29,0,0,0,0,0
"10",2019-11-26 00:10:00,20191126,1000,0,1.11,0.04,9.13,0.03,0.43,25,45,26.6,0,0,0,0,0
"11",2019-11-26 00:11:00,20191126,1100,0,1.14,0.04,9.37,0.03,0.43,25.12,0,13.3,0,0,0,0,0
"12",2019-11-26 00:12:00,20191126,1200,0,1.42,0.05,11.67,0.03,0.43,25,0,15.96,0,0,0,0,0
"13",2019-11-26 00:13:00,20191126,1300,0,1.46,0.05,12.07,0.03,0.43,25,45,10.64,0,0,0,0,0
"14",2019-11-26 00:14:00,20191126,1400,0,1.18,0.04,9.73,0.03,0.43,24.94,45,7.98,0,0,0,0,0
"15",2019-11-26 00:15:00,20191126,1500,0,0.98,0.03,8.07,0.02,0.44,25.06,0,9.31,0,0,0,0,0
"16",2019-11-26 00:16:00,20191126,1600,0,1.26,0.04,10.43,0.03,0.45,25.06,0,26.6,0,0,0,0,0
"17",2019-11-26 00:17:00,20191126,1700,0,1.29,0.04,10.67,0.03,0.44,25.06,0,19.95,0,0,0,0,0
"18",2019-11-26 00:18:00,20191126,1800,0,1.26,0.04,10.43,0.03,0.44,25,45,15.96,0,0,0,0,0
"19",2019-11-26 00:19:00,20191126,1900,0,1.43,0.05,11.82,0.03,0.45,25,0,14.63,0,0,0,0,0
"20",2019-11-26 00:20:00,20191126,2000,0,1.11,0.04,9.12,0.03,0.45,24.94,90,11.97,0,0,0,0,0
"21",2019-11-26 00:21:00,20191126,2100,0,1.43,0.05,11.82,0.03,0.45,25,270,13.3,0,0,0,0,0
"22",2019-11-26 00:22:00,20191126,2200,0,1.14,0.04,9.39,0.03,0.46,24.94,0,15.96,0,0,0,0,0
"23",2019-11-26 00:23:00,20191126,2300,0,1.4,0.05,11.55,0.03,0.47,24.94,0,15.96,0,0,0,0,0
"24",2019-11-26 00:24:00,20191126,2400,0,1.28,0.04,10.55,0.03,0.46,24.94,0,11.97,0,0,0,0,0
"25",2019-11-26 00:25:00,20191126,2500,0,1.38,0.05,11.42,0.03,0.46,24.88,0,17.29,0,0,0,0,0
"26",2019-11-26 00:26:00,20191126,2600,0,1.34,0.04,11.07,0.03,0.47,25.06,45,25.27,0,0,0,0,0
"27",2019-11-26 00:27:00,20191126,2700,0,1.25,0.04,10.34,0.03,0.47,25.12,90,27.93,0,0,0,0,0
"28",2019-11-26 00:28:00,20191126,2800,0,1.54,0.05,12.72,0.03,0.47,25,0,31.92,0,0,0,0,0
"29",2019-11-26 00:29:00,20191126,2900,0,1.06,0.04,8.72,0.02,0.48,24.88,90,15.96,0,0,0,0,0
"30",2019-11-26 00:30:00,20191126,3000,0,1.14,0.04,9.4,0.03,0.48,25.06,45,26.6,0,0,0,0,0
"31",2019-11-26 00:31:00,20191126,3100,0,1.58,0.05,13,0.04,0.47,25.06,0,15.96,0,0,0,0,0
"32",2019-11-26 00:32:00,20191126,3200,0,1.11,0.04,9.15,0.03,0.46,25.06,0,17.29,0,0,0,0,0
"33",2019-11-26 00:33:00,20191126,3300,0,1.36,0.05,11.22,0.03,0.46,25,0,9.31,0,0,0,0,0
"34",2019-11-26 00:34:00,20191126,3400,0,1.28,0.04,10.56,0.03,0.47,25.19,0,21.28,0,0,0,0,0
"35",2019-11-26 00:35:00,20191126,3500,0,1.44,0.05,11.86,0.03,0.47,25.19,0,14.63,0,0,0,0,0
"36",2019-11-26 00:36:00,20191126,3600,0,1.22,0.04,10.1,0.03,0.48,25.12,0,21.28,0,0,0,0,0
"37",2019-11-26 00:37:00,20191126,3700,0,1.37,0.05,11.33,0.03,0.5,25.06,0,17.29,0,0,0,0,0
