"","Data","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",2019-10-11 00:01:00,20191011,100,0,4.15,0.14,34.23,0.09,0.45,24.5,45,9.31,0,0,0,0,0
"2",2019-10-11 00:02:00,20191011,200,0,3.83,0.13,31.59,0.09,0.44,24.5,45,10.64,0,0,0,0,0.5
"3",2019-10-11 00:03:00,20191011,300,0,3.98,0.13,32.8,0.09,0.43,24.5,45,18.62,0,0,0,0,0.5
"4",2019-10-11 00:04:00,20191011,400,0,3.83,0.13,31.63,0.09,0.45,24.62,45,15.96,0,0,0,0,0.75
"5",2019-10-11 00:05:00,20191011,500,0,4.3,0.14,35.46,0.1,0.44,24.44,45,13.3,0,0,0,0,1
"6",2019-10-11 00:06:00,20191011,600,0,3.37,0.11,27.77,0.08,0.43,24.62,45,15.96,0,0,0,0,1
"7",2019-10-11 00:07:00,20191011,700,0,3.95,0.13,32.6,0.09,0.45,24.38,90,15.96,0,0,0,0,1.25
"8",2019-10-11 00:08:00,20191011,800,0,4.12,0.14,33.97,0.09,0.46,24.31,90,13.3,0,0,0,0,1.5
"9",2019-10-11 00:09:00,20191011,900,0,3.67,0.12,30.28,0.08,0.45,24.44,90,7.98,0,0,0,0,1.5
"10",2019-10-11 00:10:00,20191011,1000,0,3.65,0.12,30.12,0.08,0.45,24.12,90,7.98,0,0,0,0,1.5
"11",2019-10-11 00:11:00,20191011,1100,0,3.91,0.13,32.22,0.09,0.45,24.19,90,10.64,0,0,0,0,1.75
"12",2019-10-11 00:12:00,20191011,1200,0,4.15,0.14,34.28,0.09,0.45,24.38,90,15.96,0,0,0,0,1.75
"13",2019-10-11 00:13:00,20191011,1300,0,4.12,0.14,33.96,0.09,0.44,24.31,90,9.31,0,0,0,0,1.75
"14",2019-10-11 00:14:00,20191011,1400,0,4.44,0.15,36.61,0.1,0.45,24.31,45,7.98,0,0,0,0,2.25
"15",2019-10-11 00:15:00,20191011,1500,0,4.17,0.14,34.4,0.09,0.45,24.31,90,7.98,0,0,0,0,2.25
"16",2019-10-11 00:16:00,20191011,1600,0,3.69,0.12,30.47,0.08,0.46,24.44,90,13.3,0,0,0,0,2.25
"17",2019-10-11 00:17:00,20191011,1700,0,4.07,0.14,33.58,0.09,0.44,24.25,90,13.3,0,0,0,0,2.25
"18",2019-10-11 00:18:00,20191011,1800,0,3.5,0.12,28.89,0.08,0.46,24.12,45,15.96,0,0,0,0,2.5
"19",2019-10-11 00:19:00,20191011,1900,0,3.9,0.13,32.14,0.09,0.48,24.19,90,10.64,0,0,0,0,2.75
"20",2019-10-11 00:20:00,20191011,2000,0,3.8,0.13,31.33,0.09,0.46,24.06,45,9.31,0,0,0,0,2.75
"21",2019-10-11 00:21:00,20191011,2100,0,4.15,0.14,34.21,0.09,0.47,24.06,90,10.64,0,0,0,0,3
"22",2019-10-11 00:22:00,20191011,2200,0,4.06,0.14,33.5,0.09,0.46,24.25,45,10.64,0,0,0,0,3
"23",2019-10-11 00:23:00,20191011,2300,0,3.26,0.11,26.9,0.07,0.46,24.06,90,10.64,0,0,0,0,3.25
"24",2019-10-11 00:24:00,20191011,2400,0,3.7,0.12,30.51,0.08,0.48,24,90,10.64,0,0,0,0,3.75
"25",2019-10-11 00:25:00,20191011,2500,0,3.74,0.12,30.82,0.08,0.44,23.94,45,18.62,0,0,0,0,4
"26",2019-10-11 00:26:00,20191011,2600,0,4.22,0.14,34.78,0.1,0.45,24.06,90,11.97,0,0,0,0,4
"27",2019-10-11 00:27:00,20191011,2700,0,3.57,0.12,29.42,0.08,0.44,24.12,45,13.3,0,0,0,0,4
"28",2019-10-11 00:28:00,20191011,2800,2.58,3.31,0.11,27.31,0.08,0.45,24.12,90,10.64,0,0,0,0,4
"29",2019-10-11 00:29:00,20191011,2900,0.6,3.99,0.13,32.94,0.09,0.44,24.06,90,13.3,0,0,0,0,4
"30",2019-10-11 00:30:00,20191011,3000,0,3.44,0.11,28.37,0.08,0.44,24.12,90,10.64,0,0,0,0,4
"31",2019-10-11 00:31:00,20191011,3100,0,3.44,0.11,28.38,0.08,0.45,24,45,7.98,0,0,0,0,4
"32",2019-10-11 00:32:00,20191011,3200,0,4.25,0.14,35.06,0.1,0.42,24.06,90,18.62,0,0,0,0,4
"33",2019-10-11 00:33:00,20191011,3300,0,3.61,0.12,29.74,0.08,0.43,24.12,90,13.3,0,0,0,0,4
"34",2019-10-11 00:34:00,20191011,3400,0,3.49,0.12,28.77,0.08,0.43,24,90,13.3,0,0,0,0,4
"35",2019-10-11 00:35:00,20191011,3500,0,3.88,0.13,32.02,0.09,0.43,24.25,45,25.27,0,0,0,0,4
"36",2019-10-11 00:36:00,20191011,3600,0,3.89,0.13,32.07,0.09,0.44,24.12,90,10.64,0,0,0,0,4
"37",2019-10-11 00:37:00,20191011,3700,0,3.7,0.12,30.52,0.08,0.46,24.12,90,11.97,0,0,0,0,4
"38",2019-10-11 00:38:00,20191011,3800,0,3.61,0.12,29.76,0.08,0.44,24,90,10.64,0,0,0,0,4
"39",2019-10-11 00:39:00,20191011,3900,0,4.07,0.14,33.6,0.09,0.44,23.94,45,7.98,0,0,0,0,4
"40",2019-10-11 00:40:00,20191011,4000,0,4.24,0.14,35.02,0.1,0.46,24.06,90,17.29,0,0,0,0,4
"41",2019-10-11 00:41:00,20191011,4100,0,4.03,0.13,33.22,0.09,0.5,24.06,90,10.64,0,0,0,0,4
"42",2019-10-11 00:42:00,20191011,4200,0,4.4,0.15,36.27,0.1,0.5,24.06,90,9.31,0,0,0,0,4
"43",2019-10-11 00:43:00,20191011,4300,0,3.9,0.13,32.16,0.09,0.48,24,90,7.98,0,0,0,0,4
"44",2019-10-11 00:44:00,20191011,4400,0,4.15,0.14,34.2,0.09,0.47,23.94,90,15.96,0,0,0,0,4
"45",2019-10-11 00:45:00,20191011,4500,0,3.64,0.12,30.03,0.08,0.47,23.94,45,13.3,0,0,0,0,4
"46",2019-10-11 00:46:00,20191011,4600,0,3.7,0.12,30.53,0.08,0.46,24,90,15.96,0,0,0,0,4
"47",2019-10-11 00:47:00,20191011,4700,0,4.24,0.14,35.01,0.1,0.46,24,90,7.98,0,0,0,0,4
"48",2019-10-11 00:48:00,20191011,4800,4.56,3.99,0.13,32.9,0.09,0.45,23.88,90,17.29,0,0,0,0,4
"49",2019-10-11 00:49:00,20191011,4900,0,3.38,0.11,27.9,0.08,0.46,23.88,90,11.97,0,0,0,0,4
"50",2019-10-11 00:50:00,20191011,5000,0,4.13,0.14,34.04,0.09,0.46,23.94,90,7.98,0,0,0,0,4
"51",2019-10-11 00:51:00,20191011,5100,0,3.69,0.12,30.48,0.08,0.45,23.75,0,7.98,0,0,0,0,4
"52",2019-10-11 00:52:00,20191011,5200,0,3.42,0.11,28.23,0.08,0.45,23.75,45,13.3,0,0,0,0,4
"53",2019-10-11 00:53:00,20191011,5300,0,3.78,0.13,31.15,0.09,0.43,24,90,21.28,0,0,0,0,4
"54",2019-10-11 00:54:00,20191011,5400,0,4.15,0.14,34.23,0.09,0.42,23.81,45,9.31,0,0,0,0,4
"55",2019-10-11 00:55:00,20191011,5500,0,4.03,0.13,33.24,0.09,0.44,23.75,90,9.31,0,0,0,0,4
"56",2019-10-11 00:56:00,20191011,5600,0,3.64,0.12,30.04,0.08,0.44,23.75,90,10.64,0,0,0,0,4
"57",2019-10-11 00:57:00,20191011,5700,0,3.83,0.13,31.61,0.09,0.45,24,0,13.3,0,0,0,0,4
"58",2019-10-11 00:58:00,20191011,5800,0,3.94,0.13,32.54,0.09,0.46,24,90,14.63,0,0,0,0,4
"59",2019-10-11 00:59:00,20191011,5900,0,3.36,0.11,27.69,0.08,0.46,23.94,45,10.64,0,0,0,0,4
"60",2019-10-11 01:00:00,20191011,10000,0,4.03,0.13,33.27,0.09,0.45,23.81,45,10.64,0,0,0,0,4
