dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall,DVr1,DVr2,IDV1,IDV2
20191127,000000,0.05,0,0.1,214.2,0,0,38.88,0,1.71,14.13,0.06,0.04,0,0,0,0,0.44,25.14,15.55,24.75,5.75,0.431969,-2.709624,1.41866,0.58134
20191127,010000,0.05,0,0,0,0,0,0,0,1.66,13.67,0.05,0.04,0,0,0,0,0.43,24.71,9.58,27,9.5,0.471239,-2.670354,1.45399,0.54601
20191127,020000,0,0,0,0,0,0,0,0,1.69,13.95,0.06,0.04,0,0,0,0,0.45,24.28,13.63,33.33,16,0.581718,-2.559874,1.54946,0.45054
20191127,030000,0,0,0,0,0,0,0,0,1.72,14.17,0.06,0.04,0,0,0,0,0.44,24.15,14.68,45.68,19.5,0.797266,-2.344326,1.715449,0.284551
20191127,040000,0.11,7.75,0.15,218.85,26.25,0.12,456.1,57.18,1.84,15.21,0.06,0.04,0,0,0,0,0.43,23.69,13.1,100,6.25,-1.396263,-1.396263,0.015192,0.015192
20191127,050000,40.68,52.78,2.08,216.56,446.92,0.88,529.55,474.88,1.69,13.93,0.06,0.04,0,0,0,0,0.44,23.58,14.68,108.39,11,-1.24983,-1.24983,0.051069,0.051069
20191127,060000,132.49,143.68,6.04,216.78,1307.6,2.4,556.9,1337.61,1.28,10.59,0.04,0.03,0,0,0,0,0.44,23.77,13.88,76.08,9.25,1.327846,-1.813746,1.970633,0.029367
20191127,070000,341.28,331.4,14.43,216.28,3118.18,5.62,562.73,3162.58,1.35,11.13,0.04,0.03,0,0,0,0,0.44,25.06,13.84,55.93,10.5,0.976163,-2.16543,1.828354,0.171646
20191127,080000,393.93,395.53,17.07,213.54,3644.6,6.68,552.27,3691.19,1.63,13.44,0.05,0.04,0,0,0,0,0.44,26.44,10.29,111.5,6.75,-1.195551,-1.195551,0.069582,0.069582
20191127,090000,349.48,358.17,15.48,212.39,3289.52,6.01,553.95,3330.9,2.21,18.27,0.07,0.05,0,0,0,0,0.44,27.25,12.21,138.92,8.75,-0.716981,-0.716981,0.342888,0.342888
20191127,100000,266.76,284.03,12.34,211.13,2606.27,4.74,555.68,2639.39,2.3,19.01,0.08,0.05,0,0,0,0,0.45,26.64,11.28,134.17,11.5,-0.799884,-0.799884,0.282724,0.282724
20191127,110000,261.38,291.93,12.34,212.76,2630.98,4.7,565.2,2662.52,2.93,24.15,0.1,0.07,0,0,0,0,0.45,25.5,7.09,135.25,16.25,-0.781035,-0.781035,0.295985,0.295985
20191127,120000,108.77,128.25,5.25,214.27,1126.82,2.07,549.54,1154.59,3.27,26.97,0.11,0.07,0,0,0,0,0.45,23.6,5.5,174.75,15.25,-0.09163,-0.09163,0.908498,0.908498
20191127,130000,120.25,135.9,5.58,215.17,1198,2.2,556.29,1229.92,3.22,26.53,0.11,0.07,0,0,0,0,0.45,23.27,1.02,165.58,23.25,-0.251676,-0.251676,0.750972,0.750972
20191127,140000,98.63,119.7,4.96,212.89,1054.57,1.95,551.23,1082.03,2.32,19.14,0.08,0.05,0,0,0,0,0.44,23.65,0,185.33,32.25,0,0,0,1
20191127,150000,71.33,86.8,3.5,214.62,751.52,1.43,534.09,777.28,2.46,20.28,0.08,0.06,0,0,0,0,0.44,23.75,0,165.5,41.25,0,0,0,1
20191127,160000,33.65,48.12,1.84,214.56,391.45,0.79,526.09,418.72,2.25,18.54,0.08,0.05,0,0,0,0,0.44,23.18,0.04,58.83,52.75,1.026777,-2.114815,1.855635,0.144365
20191127,170000,9.2,16.6,0.58,214.97,117.97,0.28,479.68,140.17,2.23,18.39,0.07,0.05,0,0,0,0,0.45,22.98,0,180.75,63,0,0,0,1
20191127,180000,0.05,0,0.09,213.8,0,0,119,0,2.56,21.13,0.09,0.06,0,0,0,0,0.44,22.41,0,203.92,75.5,0,0,0,1
20191127,190000,0,0,0.09,213.8,0,0,40.05,0,2.49,20.53,0.08,0.06,0,0,0,0,0.45,22.53,0,57,83.5,0,0,0,1
20191127,200000,0,0,0.09,213.8,0,0,40.52,0,1.97,16.25,0.07,0.04,0,0,0,0,0.45,22.67,0.02,90.76,89.5,-1.557532,-1.557532,8.8e-5,8.8e-5
20191127,210000,0.12,0,0.09,213.8,0,0,42.99,0,3.47,28.63,0.12,0.08,0,0,0,0,0.44,22.78,0,174.75,10,0,0,0,1
20191127,220000,0.05,0,0.09,213.8,0,0,42.63,0,2.96,24.43,0.1,0.07,0,0,0,0,0.46,22.03,0,204,15.25,0,0,0,1
20191127,230000,0.07,0,0.09,213.8,0,0,42.39,0,1.9,15.71,0.06,0.04,0,0,0,0,0.46,20.93,0,113.25,19.25,0,0,0,1
