"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","numPM1","numPM2","tamanho_medio","temp","vento_dir","vento_vel","massaPM4","massaPM10","numPM4","numPM10","rainfall"
"1",20200127,100,0,5.04,0.17,41.6,0.11,0.51,22.62,135,0,0,0,0,0,0
"2",20200127,200,0,4.07,0.14,33.62,0.09,0.48,22.69,135,0,0,0,0,0,0
"3",20200127,300,0,4.56,0.15,37.64,0.1,0.5,22.69,135,0,0,0,0,0,0
"4",20200127,400,0,5.1,0.17,42.04,0.12,0.51,22.69,135,0,0,0,0,0,0
"5",20200127,500,0,4.74,0.16,39.12,0.11,0.49,22.5,135,0,0,0,0,0,0
"6",20200127,600,0,3.94,0.13,32.53,0.09,0.48,22.31,135,0,0,0,0,0,0
"7",20200127,700,0,4.5,0.15,37.1,0.1,0.49,22.19,135,0,0,0,0,0,0
"8",20200127,800,0,4.62,0.15,38.09,0.1,0.49,22.25,135,0,0,0,0,0,0
"9",20200127,900,0,4.95,0.16,40.81,0.11,0.49,22.25,135,0,0,0,0,0,0
"10",20200127,1000,0,4.34,0.14,35.83,0.1,0.5,22.44,135,0,0,0,0,0,0
"11",20200127,1100,0,4.25,0.14,35.05,0.1,0.48,22.44,135,0,0,0,0,0,0
"12",20200127,1200,0,4.74,0.16,39.07,0.11,0.5,22.31,135,0,0,0,0,0,0
"13",20200127,1300,0,3.8,0.13,31.36,0.09,0.5,22.25,135,0,0,0,0,0,0
"14",20200127,1400,0,3.71,0.12,30.6,0.08,0.5,22.12,135,0,0,0,0,0,0
"15",20200127,1500,0,4.34,0.14,35.77,0.1,0.48,22.19,135,0,0,0,0,0,0
"16",20200127,1600,0,4.17,0.14,34.41,0.09,0.47,22.12,135,0,0,0,0,0,0
"17",20200127,1700,0,4.29,0.14,35.4,0.1,0.47,22,135,0,0,0,0,0,0
"18",20200127,1800,0,3.96,0.13,32.64,0.09,0.49,22.25,135,0,0,0,0,0,0
"19",20200127,1900,0,4.07,0.14,33.55,0.09,0.48,22.19,135,0,0,0,0,0,0
