"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20191126,100,0,1.34,0.04,0,0,11.06,0.03,0,0,0.43,25.06,0,27.93,0
"2",20191126,200,0,1.53,0.05,0,0,12.66,0.03,0,0,0.43,25.12,45,17.29,0
"3",20191126,300,0,1.29,0.04,0,0,10.67,0.03,0,0,0.43,25.25,0,22.61,0
"4",20191126,400,0,1.27,0.04,0,0,10.52,0.03,0,0,0.44,25.06,45,11.97,0
"5",20191126,500,0,1.18,0.04,0,0,9.75,0.03,0,0,0.43,25.06,0,25.27,0
"6",20191126,600,0,1.35,0.05,0,0,11.17,0.03,0,0,0.43,25.19,90,18.62,0
"7",20191126,700,0,1.08,0.04,0,0,8.94,0.02,0,0,0.43,25.12,0,19.95,0
"8",20191126,800,0,1.07,0.04,0,0,8.81,0.02,0,0,0.43,25,0,10.64,0
"9",20191126,900,0,1.39,0.05,0,0,11.47,0.03,0,0,0.43,25.06,0,17.29,0
"10",20191126,1000,0,1.11,0.04,0,0,9.13,0.03,0,0,0.43,25,45,26.6,0
"11",20191126,1100,0,1.14,0.04,0,0,9.37,0.03,0,0,0.43,25.12,0,13.3,0
"12",20191126,1200,0,1.42,0.05,0,0,11.67,0.03,0,0,0.43,25,0,15.96,0
"13",20191126,1300,0,1.46,0.05,0,0,12.07,0.03,0,0,0.43,25,45,10.64,0
"14",20191126,1400,0,1.18,0.04,0,0,9.73,0.03,0,0,0.43,24.94,45,7.98,0
"15",20191126,1500,0,0.98,0.03,0,0,8.07,0.02,0,0,0.44,25.06,0,9.31,0
"16",20191126,1600,0,1.26,0.04,0,0,10.43,0.03,0,0,0.45,25.06,0,26.6,0
"17",20191126,1700,0,1.29,0.04,0,0,10.67,0.03,0,0,0.44,25.06,0,19.95,0
"18",20191126,1800,0,1.26,0.04,0,0,10.43,0.03,0,0,0.44,25,45,15.96,0
"19",20191126,1900,0,1.43,0.05,0,0,11.82,0.03,0,0,0.45,25,0,14.63,0
"20",20191126,2000,0,1.11,0.04,0,0,9.12,0.03,0,0,0.45,24.94,90,11.97,0
"21",20191126,2100,0,1.43,0.05,0,0,11.82,0.03,0,0,0.45,25,270,13.3,0
"22",20191126,2200,0,1.14,0.04,0,0,9.39,0.03,0,0,0.46,24.94,0,15.96,0
"23",20191126,2300,0,1.4,0.05,0,0,11.55,0.03,0,0,0.47,24.94,0,15.96,0
"24",20191126,2400,0,1.28,0.04,0,0,10.55,0.03,0,0,0.46,24.94,0,11.97,0
"25",20191126,2500,0,1.38,0.05,0,0,11.42,0.03,0,0,0.46,24.88,0,17.29,0
"26",20191126,2600,0,1.34,0.04,0,0,11.07,0.03,0,0,0.47,25.06,45,25.27,0
"27",20191126,2700,0,1.25,0.04,0,0,10.34,0.03,0,0,0.47,25.12,90,27.93,0
"28",20191126,2800,0,1.54,0.05,0,0,12.72,0.03,0,0,0.47,25,0,31.92,0
"29",20191126,2900,0,1.06,0.04,0,0,8.72,0.02,0,0,0.48,24.88,90,15.96,0
"30",20191126,3000,0,1.14,0.04,0,0,9.4,0.03,0,0,0.48,25.06,45,26.6,0
"31",20191126,3100,0,1.58,0.05,0,0,13,0.04,0,0,0.47,25.06,0,15.96,0
"32",20191126,3200,0,1.11,0.04,0,0,9.15,0.03,0,0,0.46,25.06,0,17.29,0
"33",20191126,3300,0,1.36,0.05,0,0,11.22,0.03,0,0,0.46,25,0,9.31,0
"34",20191126,3400,0,1.28,0.04,0,0,10.56,0.03,0,0,0.47,25.19,0,21.28,0
"35",20191126,3500,0,1.44,0.05,0,0,11.86,0.03,0,0,0.47,25.19,0,14.63,0
"36",20191126,3600,0,1.22,0.04,0,0,10.1,0.03,0,0,0.48,25.12,0,21.28,0
"37",20191126,3700,0,1.37,0.05,0,0,11.33,0.03,0,0,0.5,25.06,0,17.29,0
"38",20191126,3800,0,1.53,0.05,0,0,12.65,0.03,0,0,0.49,25.25,0,11.97,0
"39",20191126,3900,0,1.27,0.04,0,0,10.44,0.03,0,0,0.48,25,0,15.96,0
"40",20191126,4000,0,1.45,0.05,0,0,12,0.03,0,0,0.48,25.06,90,11.97,0
"41",20191126,4100,0,1.14,0.04,0,0,9.44,0.03,0,0,0.47,25,0,25.27,0
"42",20191126,4200,0,1.11,0.04,0,0,9.12,0.03,0,0,0.45,25.25,45,31.92,0
"43",20191126,4300,0,1.06,0.04,0,0,8.74,0.02,0,0,0.45,25.12,0,14.63,0
"44",20191126,4400,0,1.33,0.04,0,0,10.96,0.03,0,0,0.44,25.19,0,17.29,0
