"","dia_mes_ano","hora_minuto","irr","massaPM1","massaPM2","massaPM4","massaPM10","numPM1","numPM2","numPM4","numPM10","tamanho_medio","temp","vento_dir","vento_vel","rainfall"
"1",20200130,100,0,3.39,0.11,0,0,28,0.08,0,0,0.47,23.19,0,14.63,0
"2",20200130,200,0,3.42,0.11,0,0,28.23,0.08,0,0,0.47,23.12,0,7.98,0
"3",20200130,300,0,3.41,0.11,0,0,28.16,0.08,0,0,0.48,23.12,270,6.65,0
"4",20200130,400,0,3.35,0.11,0,0,27.61,0.08,0,0,0.48,23.06,270,13.3,0
"5",20200130,500,0,3.06,0.1,0,0,25.21,0.07,0,0,0.47,23.19,0,11.97,0
"6",20200130,600,0,3.49,0.12,0,0,28.76,0.08,0,0,0.48,23,0,10.64,0
"7",20200130,700,0,3.04,0.1,0,0,25.06,0.07,0,0,0.47,23.19,335,14.63,0
"8",20200130,800,0,3.16,0.11,0,0,26.11,0.07,0,0,0.48,23.12,0,11.97,0
"9",20200130,900,0,3.15,0.1,0,0,25.96,0.07,0,0,0.48,23.19,45,9.31,0
"10",20200130,1000,0,2.55,0.08,0,0,21.01,0.06,0,0,0.47,23.19,335,13.3,0
"11",20200130,1100,0,2.73,0.09,0,0,22.49,0.06,0,0,0.46,23.12,0,6.65,0
"12",20200130,1200,0,3.19,0.11,0,0,26.35,0.07,0,0,0.47,23.06,0,14.63,0
"13",20200130,1300,0,2.96,0.1,0,0,24.39,0.07,0,0,0.46,23.12,335,5.32,0
"14",20200130,1400,0,3.01,0.1,0,0,24.81,0.07,0,0,0.48,23.06,0,5.32,0
"15",20200130,1500,0,2.7,0.09,0,0,22.31,0.06,0,0,0.48,23,0,11.97,0
"16",20200130,1600,0,3,0.1,0,0,24.73,0.07,0,0,0.48,23,45,5.32,0
"17",20200130,1700,0,3.07,0.1,0,0,25.32,0.07,0,0,0.49,23.12,180,6.65,0
"18",20200130,1800,0,2.98,0.1,0,0,24.55,0.07,0,0,0.48,22.94,225,5.32,0
"19",20200130,1900,0,2.71,0.09,0,0,22.34,0.06,0,0,0.48,23.19,335,11.97,0
"20",20200130,2000,0,2.98,0.1,0,0,24.62,0.07,0,0,0.48,23.12,45,5.32,0
"21",20200130,2100,0,3,0.1,0,0,24.79,0.07,0,0,0.46,22.94,45,5.32,0
"22",20200130,2200,0,3.3,0.11,0,0,27.2,0.07,0,0,0.47,23.12,335,5.32,0
"23",20200130,2300,0,3.2,0.11,0,0,26.4,0.07,0,0,0.46,23.19,0,10.64,0
"24",20200130,2400,0,2.9,0.1,0,0,23.89,0.07,0,0,0.46,23.12,335,10.64,0
"25",20200130,2500,0,2.86,0.1,0,0,23.61,0.06,0,0,0.47,23.06,0,6.65,0
"26",20200130,2600,0,3.26,0.11,0,0,26.91,0.07,0,0,0.45,23.19,45,13.3,0
